student_id,gender,study_mode,subject,attendance,study_hours,internal_marks,participation,previous_score,assignment_completion,weak_subjects,final_score,performance_level
STU1847,Male,Classroom,Mathematics,78.4,8.6,65.5,5.3,65.8,67.3,0,100.0,High
STU1848,Male,Blended,Science,64.6,5.1,65.3,5.1,98.0,51.1,0,95.6,High
STU1849,Male,Classroom,Computer Science,73.4,2.7,49.4,8.2,78.3,35.6,0,68.6,Average
STU1850,Female,Blended,Science,85.9,5.3,54.8,8.6,56.5,45.8,3,86.1,High
STU1851,Male,Blended,Mathematics,70.3,3.3,48.7,6.2,74.7,40.1,3,72.4,Average
STU1852,Male,Online,Science,80.8,3.1,49.6,9.6,57.4,43.3,4,76.6,High
STU1853,Female,Classroom,Science,74.4,5.2,66.1,9.5,49.4,49.2,2,97.8,High
STU1854,Other,Classroom,Social Science,86.1,3.8,38.9,7.0,62.5,26.6,0,65.0,Average
STU1855,Male,Classroom,Science,83.7,4.2,48.6,4.7,68.2,31.8,1,72.3,Average
STU1856,Female,Classroom,Mathematics,69.7,3.8,55.1,10.0,42.7,34.4,2,68.0,Average
STU1857,Female,Classroom,English,76.0,4.3,36.1,6.4,52.1,44.6,1,71.7,Average
STU1858,Male,Online,Social Science,90.5,4.4,49.8,6.8,67.1,41.7,3,77.3,High
STU1859,Female,Classroom,Computer Science,82.7,0.9,38.4,5.8,61.7,31.3,5,45.3,Low
STU1860,Male,Classroom,Social Science,61.2,4.8,48.4,4.5,72.1,47.8,2,80.3,High
STU1861,Female,Blended,Social Science,85.9,2.3,27.1,3.3,51.2,38.3,2,44.9,Low
STU1862,Female,Classroom,Computer Science,65.0,1.6,54.1,7.9,76.3,33.5,0,64.2,Average
STU1863,Female,Classroom,Social Science,95.0,3.7,49.5,4.8,51.6,29.7,4,56.7,Average
STU1864,Male,Online,Mathematics,90.3,3.9,69.0,10.0,88.4,44.7,1,93.5,High
STU1865,Other,Classroom,Social Science,81.5,2.8,31.6,4.1,44.7,25.7,2,45.1,Low
STU1866,Male,Classroom,Social Science,79.9,5.0,45.4,3.7,52.8,28.3,2,68.5,Average
STU1867,Male,Blended,Social Science,75.5,1.8,43.5,7.6,72.4,24.0,1,64.7,Average
STU1868,Male,Classroom,English,86.1,3.2,60.8,9.9,88.6,47.0,1,84.7,High
STU1869,Female,Classroom,Computer Science,73.6,2.9,65.2,6.6,71.1,34.9,0,82.6,High
STU1870,Male,Classroom,Mathematics,80.8,3.7,56.2,7.8,74.3,53.2,3,78.2,High
STU1871,Male,Classroom,Computer Science,88.5,4.2,38.8,2.4,67.2,39.7,1,75.9,High
STU1872,Female,Online,Science,71.3,2.3,41.1,5.0,53.7,46.4,4,51.4,Average
STU1873,Other,Classroom,English,70.6,4.9,37.2,4.1,60.6,40.6,1,70.8,Average
STU1874,Female,Classroom,Computer Science,63.7,3.9,29.2,2.3,51.2,32.3,2,50.7,Average
STU1875,Female,Classroom,Science,65.2,1.0,30.4,6.8,50.4,20.0,1,48.6,Low
STU1876,Male,Online,Mathematics,56.1,0.9,33.1,1.6,72.2,24.1,3,44.4,Low
STU1877,Male,Classroom,Science,86.8,3.8,49.0,3.6,52.4,32.3,1,64.3,Average
STU1878,Female,Online,Computer Science,99.7,3.5,56.5,5.3,71.2,32.8,1,80.5,High
STU1879,Male,Classroom,Computer Science,95.1,3.6,47.6,4.7,50.1,47.9,2,62.8,Average
STU1880,Female,Online,Computer Science,58.5,3.8,43.5,7.4,70.9,42.3,2,76.1,High
STU1881,Male,Classroom,Mathematics,86.7,4.1,47.7,7.2,60.6,48.9,0,77.3,High
STU1882,Male,Classroom,Computer Science,95.1,5.2,67.3,8.5,85.3,44.6,0,100.0,High
STU1883,Female,Blended,Computer Science,72.5,2.1,46.2,8.2,71.2,27.4,3,64.5,Average
STU1884,Male,Classroom,Mathematics,79.2,2.0,54.6,9.0,83.1,28.5,1,85.2,High
STU1885,Male,Blended,Science,53.9,2.2,44.1,6.5,57.2,30.0,2,49.4,Low
STU1886,Male,Blended,English,81.2,4.2,51.1,7.2,67.7,51.8,2,70.2,Average
STU1887,Female,Blended,Science,65.2,5.7,52.3,7.6,54.2,46.8,1,79.0,High
STU1888,Female,Classroom,Mathematics,80.4,3.2,59.5,6.8,61.6,49.4,1,66.9,Average
STU1889,Other,Blended,Mathematics,59.3,0.5,37.7,5.6,63.6,23.2,2,38.6,Low
STU1890,Male,Classroom,Mathematics,84.5,1.2,49.9,5.8,57.6,22.4,4,55.4,Average
STU1891,Male,Online,Mathematics,90.3,2.6,45.3,4.7,51.2,38.0,1,62.5,Average
STU1892,Male,Blended,Science,68.6,3.0,32.6,7.4,48.6,44.5,2,57.8,Average
STU1893,Male,Blended,Computer Science,64.4,3.2,29.3,6.3,36.6,46.7,1,55.0,Average
STU1894,Female,Online,English,,3.9,35.1,5.0,53.3,40.7,3,53.9,Average
STU1895,Male,Blended,English,74.8,3.3,44.2,5.0,75.2,32.9,1,80.3,High
STU1896,Male,Blended,Computer Science,71.0,5.4,41.6,3.8,46.2,39.8,1,65.4,Average
STU1897,Female,Classroom,English,59.4,2.8,47.8,8.7,49.2,33.6,2,55.3,Average
STU1898,Female,Blended,Mathematics,83.4,2.5,65.9,6.7,90.3,44.3,0,88.2,High
STU1899,Male,Classroom,Science,72.6,4.5,48.3,4.6,58.7,41.4,0,73.4,Average
STU1900,Male,Classroom,Science,65.1,1.5,45.3,8.3,71.2,27.0,0,78.5,High
STU1901,Male,Blended,English,71.3,4.4,37.9,5.3,75.4,37.8,0,73.6,Average
STU1902,Female,Classroom,English,90.9,4.0,51.7,3.4,75.6,35.2,3,76.0,High
STU1903,Other,Blended,Science,85.2,3.6,47.9,8.7,47.2,36.3,1,79.9,High
STU1904,Female,Classroom,English,76.4,6.2,54.4,5.3,64.0,48.4,2,81.0,High
STU1905,Female,Classroom,Social Science,85.4,2.9,55.8,5.6,46.0,46.3,1,62.3,Average
STU1906,Other,Online,Science,64.1,6.9,75.7,6.6,98.0,47.4,1,100.0,High
STU1907,Male,Classroom,English,78.4,3.5,52.2,9.0,46.3,36.3,1,76.5,High
STU1908,Male,Blended,English,79.8,1.9,35.5,6.5,53.4,20.1,2,46.6,Low
STU1909,Male,Blended,Computer Science,72.4,3.9,38.2,3.9,53.5,40.2,2,55.0,Average
STU1910,Male,Online,Computer Science,83.2,2.2,42.3,7.7,47.5,40.7,5,39.4,Low
STU1911,Female,Classroom,Computer Science,68.6,2.7,46.4,5.4,84.6,41.4,2,72.3,Average
STU1912,Female,Blended,Mathematics,84.1,4.4,72.6,10.0,98.0,43.7,0,100.0,High
STU1913,Male,Classroom,English,84.6,4.6,53.9,6.5,60.8,46.2,2,77.6,High
STU1914,Male,Classroom,Computer Science,43.0,2.9,25.0,1.6,49.8,21.6,5,25.0,Low
STU1915,Female,Classroom,Science,92.3,5.3,55.3,7.3,37.9,50.9,0,76.7,High
STU1916,Female,Classroom,Social Science,41.4,5.5,55.2,10.0,63.8,42.7,0,84.8,High
STU1917,Female,Classroom,Science,70.6,6.0,46.4,10.0,62.9,47.9,1,86.3,High
STU1918,Female,Classroom,English,90.3,4.6,56.1,10.0,58.5,45.3,1,88.3,High
STU1919,Male,Classroom,English,74.2,5.8,54.6,4.3,69.9,48.3,1,87.6,High
STU1920,Female,Blended,English,60.4,1.0,54.2,8.5,72.1,20.0,1,76.5,High
STU1921,Female,Classroom,Social Science,64.9,3.3,45.0,4.9,71.2,28.8,3,62.7,Average
STU1922,Male,Classroom,Mathematics,90.3,2.5,54.6,7.0,62.9,45.9,0,81.5,High
STU1923,Male,Classroom,English,54.9,4.0,40.6,3.7,52.7,53.3,2,55.8,Average
STU1924,Female,Classroom,Computer Science,91.5,2.9,42.4,5.1,75.7,24.1,3,55.6,Average
STU1925,Female,Blended,Social Science,77.3,3.6,38.2,5.0,67.2,24.1,2,63.0,Average
STU1926,Female,Online,Computer Science,63.7,6.6,70.3,8.5,78.5,41.2,0,92.0,High
STU1927,Female,Blended,Social Science,71.0,3.5,64.1,8.3,77.3,33.8,0,84.5,High
STU1928,Female,Blended,Social Science,65.8,4.4,47.5,7.1,48.5,44.7,2,65.8,Average
STU1929,Female,Classroom,Science,88.4,3.5,50.9,3.5,48.4,39.7,1,53.5,Average
STU1930,Female,Online,Social Science,86.8,3.9,55.2,5.8,57.2,39.5,2,83.1,High
STU1931,Female,Classroom,Social Science,57.4,3.8,46.0,4.9,53.3,36.0,0,63.3,Average
STU1932,Female,Classroom,Science,73.2,4.5,51.7,8.4,76.8,34.2,2,72.3,Average
STU1933,Other,Classroom,Computer Science,67.6,5.5,71.1,9.1,71.6,42.5,1,99.5,High
STU1934,Female,Classroom,Science,93.5,6.3,70.5,8.8,81.3,52.4,1,100.0,High
STU1935,Female,Blended,Computer Science,61.8,4.3,46.6,4.8,72.2,22.2,3,73.5,Average
STU1936,Male,Classroom,Mathematics,97.3,4.7,43.2,1.0,69.7,32.1,1,67.3,Average
STU1937,Female,Classroom,Computer Science,77.6,2.1,48.5,2.6,82.6,20.0,1,58.8,Average
STU1938,Male,Classroom,Science,64.1,3.7,44.1,9.6,73.1,40.8,1,80.9,High
STU1939,Male,Online,English,,5.2,56.9,5.6,67.9,43.4,1,85.7,High
STU1940,Male,Blended,Mathematics,68.4,5.1,50.2,4.8,86.2,45.1,1,88.3,High
STU1941,Female,Online,Computer Science,62.7,4.1,58.2,10.0,68.5,22.2,0,83.4,High
STU1942,Male,Online,English,79.1,5.1,53.1,9.3,63.0,32.7,0,91.9,High
STU1943,Male,Online,Computer Science,63.3,4.5,45.2,6.6,56.1,42.7,1,77.7,High
STU1944,Female,Classroom,Science,51.8,5.6,48.7,5.9,76.1,20.0,1,80.8,High
STU1945,Female,Classroom,Mathematics,73.4,4.2,55.4,6.2,83.1,47.3,1,82.3,High
STU1946,Female,Classroom,English,56.4,3.3,60.9,7.0,66.3,20.0,3,57.9,Average
STU1947,Male,Classroom,Social Science,69.0,4.3,71.8,10.0,84.0,45.7,3,92.9,High
STU1948,Female,Blended,Science,67.1,0.5,37.3,7.4,41.4,20.0,4,40.6,Low
STU1949,Female,Classroom,Computer Science,67.5,4.4,52.9,8.1,66.3,46.5,3,74.1,Average
STU1950,Male,Classroom,Mathematics,100.0,0.5,55.9,9.1,66.5,50.7,3,73.0,Average
STU1951,Male,Blended,Computer Science,78.7,1.2,46.1,3.9,57.5,20.0,5,35.3,Low
STU1952,Female,Classroom,Science,80.9,4.5,60.3,8.2,98.0,46.6,3,99.9,High
STU1953,Female,Classroom,English,56.7,4.5,48.1,5.9,66.1,21.2,3,67.6,Average
STU1954,Female,Classroom,Science,70.2,2.1,25.0,1.0,61.7,26.8,3,44.6,Low
STU1955,Male,Blended,Mathematics,80.6,2.7,49.8,1.8,67.3,27.4,2,56.6,Average
STU1956,Male,Classroom,Science,65.7,5.9,56.0,4.3,41.0,44.3,2,62.4,Average
STU1957,Male,Classroom,Science,88.9,3.1,49.5,7.7,57.1,27.9,2,68.8,Average
STU1958,Female,Classroom,English,63.6,7.2,46.6,6.8,79.8,56.9,1,97.2,High
STU1959,Female,Blended,Social Science,74.6,3.8,52.5,6.9,58.8,24.3,1,76.7,High
STU1960,Female,Classroom,English,71.0,4.4,46.6,10.0,56.2,49.8,1,79.9,High
STU1961,Female,Classroom,Social Science,80.0,6.2,53.6,3.7,84.0,44.1,0,78.2,High
STU1962,Male,Online,English,70.3,4.0,60.8,6.4,84.4,24.6,3,67.7,Average
STU1963,Male,Online,Mathematics,74.7,2.3,52.4,7.2,73.7,41.3,1,83.8,High
STU1964,Female,Classroom,Science,75.2,3.6,42.3,4.9,61.1,33.6,2,58.6,Average
STU1965,Male,Classroom,Science,69.2,3.7,44.2,6.6,63.9,49.7,3,77.0,High
STU1966,Female,Classroom,Science,83.8,1.8,39.1,3.0,56.5,35.1,3,44.1,Low
STU1967,Male,Blended,Social Science,80.9,3.4,47.7,9.6,54.1,30.1,4,67.0,Average
STU1968,Female,Classroom,Computer Science,76.9,2.7,33.6,5.0,53.4,29.1,1,62.2,Average
STU1969,Male,Online,English,72.8,5.2,53.5,10.0,59.0,45.0,4,75.7,High
STU1970,Female,Blended,English,87.6,3.9,49.7,6.4,53.5,50.4,3,79.8,High
STU1971,Other,Blended,Science,75.2,3.4,44.7,,46.7,38.3,3,66.2,Average
STU1972,Male,Classroom,Computer Science,74.3,3.6,41.1,6.4,69.9,36.2,3,70.8,Average
STU1973,Male,Online,Mathematics,79.3,4.1,59.7,6.4,70.0,36.6,0,80.9,High
STU1974,Male,Blended,Mathematics,98.4,4.7,42.0,5.2,89.1,43.5,0,92.1,High
STU1975,Female,Blended,Science,61.9,2.3,39.9,6.8,58.3,36.5,4,63.8,Average
STU1976,Male,Classroom,Mathematics,87.2,2.2,46.6,7.2,70.8,30.5,0,71.4,Average
STU1977,Female,Blended,Computer Science,55.3,5.5,51.7,4.8,71.1,36.5,2,86.7,High
STU1978,Male,Blended,Mathematics,80.6,3.2,52.2,6.2,63.7,29.0,2,65.2,Average
STU1979,Female,Online,Mathematics,96.9,1.7,57.8,5.2,76.7,24.0,4,66.7,Average
STU1980,Female,Blended,Social Science,83.9,4.5,56.9,10.0,77.1,31.2,0,95.0,High
STU1981,Male,Classroom,Social Science,80.0,4.5,58.0,6.3,71.3,34.0,3,70.9,Average
STU1982,Female,Classroom,English,71.3,1.5,50.4,9.9,63.7,37.3,2,67.3,Average
STU1983,Male,Blended,English,78.4,4.1,37.5,6.1,62.4,36.2,1,72.1,Average
STU1984,Female,Online,Computer Science,75.0,4.9,60.9,7.1,49.2,47.2,0,77.2,High
STU1985,Male,Blended,Mathematics,68.6,4.4,32.9,3.6,56.5,20.0,0,67.1,Average
STU1986,Male,Classroom,English,74.5,4.7,51.2,5.5,58.9,44.5,2,75.3,High
STU1987,Male,Classroom,Mathematics,80.4,1.7,44.9,7.0,52.4,25.1,1,59.2,Average
STU1988,Female,Blended,Science,68.8,4.3,60.1,10.0,72.7,35.0,2,83.9,High
STU1989,Female,Online,Social Science,68.3,3.3,51.5,7.0,82.6,34.0,0,78.6,High
STU1990,Female,Classroom,Computer Science,61.7,3.1,53.6,9.5,55.2,27.3,1,69.1,Average
STU1991,Female,Classroom,Social Science,82.7,5.1,46.8,7.9,70.7,27.4,0,87.6,High
STU1992,Male,Online,Computer Science,84.5,6.0,,10.0,53.6,57.7,2,87.7,High
STU1993,Female,Classroom,Computer Science,80.8,6.5,51.6,6.4,63.0,52.1,1,100.0,High
STU1994,Female,Classroom,Computer Science,89.6,5.8,54.0,10.0,58.0,47.5,1,84.5,High
STU1995,Female,Classroom,Computer Science,79.1,3.6,54.8,5.4,74.8,27.4,2,69.5,Average
STU1996,Male,Classroom,English,82.7,4.3,54.6,4.8,58.2,27.2,3,66.0,Average
STU1997,Female,Classroom,Science,81.6,5.0,52.1,3.8,80.2,43.2,0,96.2,High
STU1998,Female,Blended,English,76.9,4.0,60.8,10.0,63.8,51.7,0,79.9,High
STU1999,Male,Blended,Science,71.6,4.0,50.7,8.3,58.6,38.7,2,77.0,High
STU2000,Female,Blended,English,100.0,5.0,43.2,5.8,50.7,35.0,2,76.7,High
STU1013,Female,Classroom,Science,72.0,3.9,55.5,7.9,61.5,25.1,3,69.4,Average
STU1078,Male,Blended,Social Science,100.0,4.0,43.0,6.6,44.6,42.1,1,70.9,Average
STU1151,Male,Blended,English,80.2,3.6,48.9,6.4,70.5,48.4,1,73.6,Average
